video_id	video_title
VHCxLYOFHqU	Best VGM 377 - Chrono Trigger - Underground Sewers
SjEwSzmSNVo	Best VGM 378 - Shenmue II - Da Yuan Apartments
MlRGotA3Yzs	Best VGM 379 - Mega Man 4 - Dr. Cossack Part 2 (Stage 3/4)
mvcctOvLAh4	Best VGM 380 - Donkey Kong Country - Life in the Mines
RKm11Z6Btbg	Best VGM 381 - Daytona USA - Let's Go Away
J4EE4hRA9eU	Best VGM 382 - Lost Odyssey - Ipsilon Mountains
_24ZkPUOIeo	Best VGM 383 - Pilotwings 64 - Birdman
Tj04oRO-0Ws	Best VGM 384 - Super Castlevania IV - Rotating Room (Clockwork Mansion)
1riMeMvabu0	Best VGM 385 - Grim Fandango - Ninth Heaven
_L6scVxzIiI	Best VGM 387 - Zelda: Link's Awakening - Tal Tal Heights
ej4PiY8AESE	Best VGM 388 - Lunar: Eternal Blue - Promenade
p6LMIrRG16c	Best VGM 389 - Asterix & Obelix - The Mountains
TidW2D0Mnpo	Best VGM 390 - Blast Corps - Glory Crossing
QHStTXLP7II	Best VGM 391 - Breath of Fire IV - Maybe I'll Even Buy a Sheep
-PQ9hQLWNCM	Best VGM 392 - Pokemon - Battle vs Gym Leader
Al0XOLM9FPw	Best VGM 393 - Skullmonkeys - Little Bonus Room
vZOCpswBNiw	Best VGM 394 - Lufia - Castle Town
pTp4d38cPtc	Best VGM 396 - Super Metroid - Maridia ~ Swampy Caverns
GKKhBT0A1pE	Best VGM 397 - Wild Arms 3 - Long Days of Rest (Baskar Colony)
qmvx5zT88ww	Best VGM 398 - Sonic the Hedgehog - Marble Zone
w6exvhdhIE8	Best VGM 399 - Suikoden II - Imprisoned Town
AN-NbukIjKw	Best VGM 400 - Super Mario 64 - Main Theme (Bob-omb's Battlefield)
37rVPijCrCA	Best VGM 401 - Earthbound - Your Name Please (New Game)
VMMxNt_-s8E	Best VGM 402 - River City Ransom - Running Around the City
LUjxPj3al5U	Best VGM 403 - Blue Dragon - Eternity (Boss Battle Theme)
tL3zvui1chQ	Best VGM 404 - Zelda : Majora's Mask - Stone Tower Temple
AuluLeMp1aA	Best VGM 405 - Majokko de Go Go - Cutie BOIN'G (The Heroine Kurumi's Theme)
DeqecCzDWhQ	Best VGM 406 - Streets of Rage 2 - Go Straight (Stage 1)
Ef5pp7mt1lA	Best VGM 407 - Animal Crossing: Wild World - Main Theme (Extended)
mpt-RXhdZzQ	Best VGM 409 - Mega Man X - Storm Eagle Stage
OZLXcCe7GgA	Best VGM 410 - Ninja Gaiden - Basilisk Mine Field (Act 4-2)
HUzLO2GpPv4	Best VGM 411 - Castlevania 64 - Castle Center
NRNHbaF_bvY	Best VGM 412 - Kingdom Hearts - Deep Jungle (Tarzan)
iohvqM6CGEU	Best VGM 413 - Mario Kart 64 - Koopa Troopa Beach
EeXlQNJnjj0	Best VGM 414 - E.V.O : Search for Eden - The Ocean
hsPiGiZ2ks4	Best VGM 415 - SimCity 4 - By the Bay
J1x1Ao6CxyA	Best VGM 417 - Double Dragon II - Final Boss
fTvPg89TIMI	Best VGM 418 - Tales of Legendia - Short Circuit (Thunder Monument)
_bOxB__fyJI	Best VGM 420 - World Reborn - Title Theme
UnyOHbOV-h0	Best VGM 421 - Dragon Ball Z Butouden 2 - Piccolo's Theme
7lHAHFl_3u0	Best VGM 422 - Shadow of the Colossus - Revived Power ~ Battle With the Colossus
F6sjYt6EJVw	Best VGM 423 - Journey to Silius - Stage 2 (Underground Concourse)
hyjJl59f_I0	Best VGM 424 - Star Fox Adventures - Cape Claw
CADHl-iZ_Kw	Best VGM 425 - Zelda: A Link to the Past - Hyrule Castle
4h5FzzXKjLA	Best VGM 426 - Star Ocean 2: The Second Story - The Venerable Forest
SDUUpUB1eu8	Best VGM 427 - Super Princess Peach - Giddy Sky 1
l5VK4kR1YTw	Best VGM 428 - Banjo-Kazooie - Bubblegloop Swamp
ijUwAWUS8ug	Best VGM 429 - Diablo II - Caves
PwEzeoxbHMQ	Best VGM 430 - Donkey Kong Country 3 GBA - Stilt Village
odyd0b_WZ9E	Best VGM 431 - Dr. Mario - Chill
tgxFLMM9TLw	Best VGM 432 - Lost Odyssey - A Mighty Enemy Appears (Boss Battle Theme)
Op2h7kmJw10	Best VGM 433 - Castlevania: Dracula X - Opus 13 (Stage 5b)
Xa7uyLoh8t4	Best VGM 434 - Silent Hill 3 - Rain of Brass Petals
ujverEHBzt8	Best VGM 435 - F-Zero GX - Spade's Theme
s3ja0vTezhs	Best VGM 436 - Mother 3 - Porky's Porkies
aDJ3bdD4TPM	Best VGM 437 - Terranigma - Underworld
EHRfd2EQ_Do	Best VGM 438 - Persona 4 - Mist
ZbpEhw42bvQ	Best VGM 439 - Mega Man 6 - Mr. X Stages
IQDiMzoTMH4	Best VGM 440 - World of Warcraft : Wrath of the Lich King -  Garden of Life
4J99hnghz4Y	Best VGM 442 - Beyond Good & Evil - Fun and Mini-Games
KnTyM5OmRAM	Best VGM 443 - Mario & Luigi : Partners in Time - Holli Jolli Village
Ie1zB5PHwEw	Best VGM 444 - Contra - Jungle (Stage 1)
P3FU2NOzUEU	Best VGM 445 - Paladin's Quest - Boss Battle Theme
VvMkmsgHWMo	Best VGM 446 - Wild Arms 4 - Dark Grey Back Ry
rhCzbGrG7DU	Best VGM 447 - Super Mario Galaxy - Buoy Base Galaxy
v0toUGs93No	Best VGM 448 - Command & Conquer: Tiberian Sun - Lone Trooper
ErlBKXnOHiQ	Best VGM 449 - Dragon Quest IV - Castle
0H5YoFv09uQ	Best VGM 450 - Waterworld - Diving
Bk_NDMKfiVE	Best VGM 451 - Chrono Cross - The Brink of Death (Boss Battle)
APW3ZX8FvvE	Best VGM 452 - Phoenix Wright: Ace Attorney - Turnabout Courtroom ~ Trial
c47-Y-y_dqI	Best VGM 453 - Blue Dragon - The Seal is Broken (Final Boss)
tEXf3XFGFrY	Best VGM 454 - Sonic Unleashed - Holoska ~ Cool Edge (Night)
4JJEaVI3JRs	Best VGM 455 - Zelda: Oracle of Seasons & Ages - Tarm Ruins & Lost Woods
PUZ8r9MJczQ	Best VGM 456 - Castlevania : Portrait of Ruin - Silent Prison
rltCi97DQ7Y	Best VGM 457 - Xenosaga II - The Elsa
DbQdgOVOjSU	Best VGM 458 - Super Mario RPG - Fight Against an Armed Boss
yh8dWsIVCD8	Best VGM 459 - Battletoads - Surf City
9GvO7CWsWEg	Best VGM 460 - Baten Kaitos - Soft Labyrinth
MfsFZsPiw3M	Best VGM 461 - Grandia - Main Theme
aWh7crjCWlM	Best VGM 462 - Conker's Bad Fur Day - Windy (Overworld)
0mmvYvsN32Q	Best VGM 464 - Batman - Streets of Desolation (Stage 1)
HXxA7QJTycA	Best VGM 465 - Mario Kart Wii - Bowser's Castle
GyuReqv2Rnc	Best VGM 466 - ActRaiser - Fillmore
4f6siAA3C9M	Best VGM 467 - Shadow Hearts II : Covenant - Old Smudged Map
WCGk_7V5IGk	Best VGM 468 - Super Street Fighter II - Balrog's Theme
ihi7tI8Kaxc	Best VGM 469 - The Last Remnant - Limberlost
ITQVlvGsSDA	Best VGM 470 - Donkey Kong Country 2 - Krook's March (Toxic Tower)
SsFYXts6EeE	Best VGM 471 - Ar Tonelico - Loki
CqAXFK8U32U	Best VGM 472 - McKids - Stage 2 & 6
j2zAq26hqd8	Best VGM 473 - Metroid Prime 2 : Echoes - Darkness (vs Dark Samus)
CHQ56GSPi2I	Best VGM 474 - Arc the Lad IV: Twilight of the Spirits - Yewbell ~ Balmy Breeze
rLM_wOEsOUk	Best VGM 475 - F-Zero - Port Town
_BdvaCCUsYo	Best VGM 476 - Tales of Destiny - The Laughter of the Children (Town)
5niLxq7_yN4	Best VGM 477 - Devil May Cry 3 - Cerberus Battle
nJgwF3gw9Xg	Best VGM 478 - Zelda II : The Adventure of Link - Palace
FDAMxLKY2EY	Best VGM 479 - Ogre Battle - Thunder (Revolt)
TSlDUPl7DoA	Best VGM 480 - Star Ocean 3: Till the End of Time - Rust Color
NOomtJrX_MA	Best VGM 481 - Western Lords - Mithla County
Nd2O6mbhCLU	Best VGM 482 - Mega Man 5 - Wave Man Stage
hb6Ny-4Pb7o	Best VGM 483 - Mana Khemia - Sailbird
gW0DiDKWgWc	Best VGM 484 - Earthbound - Summers, Eternal Tourist Trap
Ia1BEcALLX0	Best VGM 485 - Radiata Stories - Unknown and Unnamed Spot
b9OZwTLtrl4	Best VGM 487 - Legend of Mana - Wanderer's Path
eyhLabJvb2M	Best VGM 488 - Paper Mario: The Thousand Year Door - The Crystal Stars
14gpqf8JP-Y	Best VGM 489 - Super Turrican - Stage 1-3
81-SoTxMmiI	Best VGM 490 - Deep Labyrinth - A Brazing Breeze
W8Y2EuSrz-k	Best VGM 491 - Sonic the Hedgehog 3 - Hydrocity Zone Act 1
He7jFaamHHk	Best VGM 492 - Castlevania: Symphony of the Night - Wandering Ghosts
m2Vlxyd9Wjw	Best VGM 493 - Dragon Quest V - Tower of Death
cKQZVFIuyko	Best VGM 495 - Streets of Rage 2 - Slow Moon (Stage 5)
b3Ayzzo8eZo	Best VGM 496 - Lunar : Dragon Song - Wind of Future
W8-GDfP2xNM	Best VGM 497 - Suikoden III - Wind and Ground
6paAqMXurdA	Best VGM 498 - Chrono Trigger - People Who Threw Away the Will to Live
Z167OL2CQJw	Best VGM 499 - Lost Eden - Main Theme
jgtKSnmM5oE	Best VGM 500 - Tetris - Type A
eNXv3L_ebrk	Best VGM 501 - Moon : Remix RPG Adventure - Hole In Your Sock (MoonDisc Version)
B_QTkyu2Ssk	Best VGM 502 - Yoshi's Island - Athletic
00mLin2YU54	Best VGM 503 - Grandia II - Mirumu Village
X68AlSKY0d8	Best VGM 504 - Shatter - Amethyst Caverns
XhlM0eFM8F4	Best VGM 505 - Banjo-Tooie - Hailfire Peaks (Fire Side)
aatRnG3Tkmg	Best VGM 506 - Mother 3 - Mom's Homeland
2c1e5ASpwjk	Best VGM 507 - Persona 4 - The Almighty
jL57YsG1JJE	Best VGM 508 - Metroid - Credits
7Y9ea3Ph7FI	Best VGM 509 - Unreal Tournament 2003 & 2004 - Tokara Forest (Level 8)
0E-_TG7vGP0	Best VGM 510 - Battletoads & Double Dragon - Roper (Stage 3)
mG9BcQEApoI	Best VGM 511 - Castlevania : Dawn of Sorrow - Wizardry Lab
1THa11egbMI	Best VGM 512 - Shadow Hearts III - Pirates of the Caribbean
GCiOjOMciOI	Best VGM 514 - LocoRoco - Red's Theme
QLsVsiWgTMo	Best VGM 515 - Mario Kart: Double Dash!! - Rainbow Road
Nr2McZBfSmc	Best VGM 516 - Uninvited - Title Theme
-nOJ6c1umMU	Best VGM 517 - Mega Man 7 - Dr. Wily Stage 3
RVBoUZgRG68	Best VGM 518 - Super Paper Mario - Mount Lineland
TO1kcFmNtTc	Best VGM 519 - Lost Odyssey - The Capital of Numara
UC6_FirddSI	Best VGM 520 - Zelda : Ocarina of Time - Kokiri Forest
0Fff6en_Crc	Best VGM 521 - Emperor: Battle for Dune - Victory is Inevitable
q5vG69CXgRs	Best VGM 522 - Pokemon Ruby / Sapphire / Emerald - Rustboro City
tvjGxtbJpMk	Best VGM 523 - Parasite Eve - Missing Perspective
7X5-xwb6otQ	Best VGM 524 - Lady Stalker - Fighting Dancer
DIyhbwBfOwE	Best VGM 525 - Tekken 4 - Touch and Go (Airport Stage)
1HOQJZiKbew	Best VGM 526 - Kirby's Adventure - Vegetable Valley
OqXhJ_eZaPI	Best VGM 527 - Breath of Fire III - Country Living
20Or4fIOgBk	Best VGM 528 - Seiken Densetsu 3 - Another Winter
Wj17uoJLIV8	Best VGM 529 - Prince of Persia - Healing Ground
POAGsegLMnA	Best VGM 530 - Super Mario Land - Muda Kingdom
LkRfePyfoj4	Best VGM 531 - Senko no Ronde (Wartech) - assemble
RXZ2gTXDwEc	Best VGM 532 - Donkey Kong Country 3 - Rockface Rumble
UoEyt7S10Mo	Best VGM 533 - Legend of Dragoon - Grassy Plains
S0TmwLeUuBw	Best VGM 534 - God Hand - Sunset Heroes
dlZyjOv5G80	Best VGM 535 - Shenmue - Shenhua (Dreamcast's 10th Anniversary)
v-h3QCB_Pig	Best VGM 536 - Ninja Gaiden II - Chaosium Sword (Intro)
PzkbuitZEjE	Best VGM 538 - Ragnarok Online - Prontera City
HyWy1vzcqGE	Best VGM 539 - Boom Blox - Tiki Sacred Honor
n5L0ZpcDsZw	Best VGM 540 - Lufia II - Labyrinth
aqWw9gLgFRA	Best VGM 541 - Portal - Still Alive
Ef3xB2OP8l8	Best VGM 542 - Diddy Kong Racing - Frosty Village
R2yEBE2ueuQ	Best VGM 543 - Breath of Fire - Forest
uYcqP1TWYOE	Best VGM 544 - Soul Blade - The Edge of Soul (Intro)
F41PKROUnhA	Best VGM 545 - F-Zero GX - ZEN (Aeropolis)
xzfhOQampfs	Best VGM 547 - Suikoden II - Days Past
ev9G_jTIA-k	Best VGM 548 - Robotrek - Rococo Town
umh0xNPh-pY	Best VGM 549 - Okami - Shinshuu Plains
2AzKwVALPJU	Best VGM 550 - Xenosaga II - Omega System
UdKzw6lwSuw	Best VGM 551 - Super Mario Galaxy - Gusty Garden Galaxy
sRLoAqxsScI	Best VGM 552 - Tintin : Prisoners of the Sun - Stage 8-1 (Prison Cell)
XztQyuJ4HoQ	Best VGM 553 - Legend of Legaia - Rimuerum
YYxvaixwybA	Best VGM 554 - Shatter - Homelands
AbRWDpruNu4	Best VGM 555 - Super Castlevania IV - Dracula Battle
NnvD6RDF-SI	Best VGM 556 - Chibi-Robo - Abandoned Memories (Giga-Robo)
bRAT5LgAl5E	Best VGM 558 - The Dark Spire - Underground Floor 1
8OFao351gwU	Best VGM 559 - Mega Man 3 - Spark Man Stage
0KDjcSaMgfI	Best VGM 560 - Star Ocean 2: The Second Story - We Form in Crystals (Ending Credits)
ElSUKQOF3d4	Best VGM 562 - Elebits - Me and My Little War
TXO9vzXnAeg	Best VGM 563 - Dragon Quest - The Dragonlord (Final Boss)
injXmLzRcBI	Best VGM 564 - Blue Dragon - Cave
Z4QunenBEXI	Best VGM 565 - Zelda: Link's Awakening - Face Shrine (Level 6)
tQYCO5rHSQ8	Best VGM 566 - Donkey Kong Land - Ancient Beaver Bop
PAU7aZ_Pz4c	Best VGM 567 - Heimdall 2 - To Die
Az9XUAcErIQ	Best VGM 568 - Tomb Raider - Main Theme
NFsvEFkZHoE	Best VGM 569 - Kingdom Hearts - This is Halloween
f0muXjuV6cc	Best VGM 570 - Super Mario World - Ending
dMSjvBILQRU	Best VGM 571 - Fable - Temple of Light
oubq22rV9sE	Best VGM 572 - Top Gear Rally - Main Menu
2WYI83Cx9Ko	Best VGM 573 - Earthbound - Otherwordly Foe (Battle 10)
t9uUD60LS38	Best VGM 574 - SMT : Digital Devil Saga 2 - Karma City
JwSV7nP5wcs	Best VGM 575 - Skies of Arcadia - Valua City
cO1UTkT6lf8	Best VGM 576 - Baten Kaitos Origins - Raincloud
2O4aNHy2Dcc	Best VGM 577 - X-Men vs Street Fighter - Gambit's Theme
Sp7xqhunH88	Best VGM 578 - Waterworld - Mission Theme 1
IEf1ALD_TCA	Best VGM 579 - Bully - Vendetta Preps
CNUgwyd2iIA	Best VGM 580 - Sonic the Hedgehog 3 - Ice Cap Zone Act 1
rXlxR7sH3iU	Best VGM 581 - Katamari Damacy - Katamari Mambo
pmQu1KRUw7U	Best VGM 583 - New Super Mario Bros Wii - Volcano
R5BZKMlqbPI	Best VGM 584 - Castlevania Curse of Darkness - Mortvia Fountain
nBWjVglSVGk	Best VGM 585 - The Flintstones - Unused Song 2
B1e6VdnjLuA	Best VGM 586 - Shadow of the Colossus - The Opened Way ~ Battle With the Colossus
XLJxqz83ujw	Best VGM 587 - Glover - Atlantis Realm, Level 1
cpcx0UQt4Y8	Best VGM 588 - Shadow of the Beast - Eerie Forests
dszJhqoPRf8	Best VGM 590 - Super Mario Kart - Rainbow Road
novAJAlNKHk	Best VGM 591 - Wild Arms 4 - For the Sake of One Flower
0U_7HnAvbR8	Best VGM 592 - Shadow Hearts III - Alcatraz
b3l5v-QQF40	Best VGM 593 - TMNT IV : Turtles in Time - Alleycat Blues
VVlFM_PDBmY	Best VGM 594 - Metal Gear Solid - Mantis' Hymn
6jp9d66QRz0	Best VGM 595 - Jazz Jackrabbit 2 - Pull Back the Bass
4H_0h3n6pMk	Best VGM 596 - Silver Surfer - Level 1
gY9jq9-1LTk	Best VGM 597 - Treasure Hunter G - Just Like the Mountain, He Will Not Move
prc_7w9i_0Q	Best VGM 598 - Super Mario RPG - Going Shopping In Seaside Town
A4e_sQEMC8c	Best VGM 599 - Streets of Fury - Excuse
_Ju6JostT7c	Best VGM 600 - Castlevania - Vampire Killer
D2nWuGoRU0s	Best VGM 601 - Ecco the Dolphin : Defender of the Future - Dolphin's Intrigue
7m2yOHjObCM	Best VGM 602 - Chrono Trigger - Memories of Green
F7p1agUovzs	Best VGM 604 - Silent Hill : Shattered Memories - When You're Gone
_dsKphN-mEI	Best VGM 605 - Sonic Unleashed - Dragon Road (Day)
oYOdCD4mWsk	Best VGM 606 - Donkey Kong Country 2 - In A Snow-Bound Land
wgAtWoPfBgQ	Best VGM 607 - Metroid Prime - Phendrana Drifts
67nrJieFVI0	Best VGM 608 - World of Warcraft : Wrath of the Lich King - Mountains of Thunder (Storm Peaks)
cRyIPt01AVM	Best VGM 609 - Banjo-Kazooie - Freezeezy Peak
coyl_h4_tjc	Best VGM 610 - Mega Man 2 - Flash Man Stage
uy2OQ0waaPo	Best VGM 611 - Secret of Evermore - Queen Bluegarden
AISrz88SJNI	Best VGM 612 - Digital Devil Saga - Muladhara
sx6L5b-ACVk	Best VGM 613 - Zelda : A Link to the Past - Lost Woods (Forest)
UoBLfXPlyPA	Best VGM 614 - Shatter - Kinetic Harvest
4axwWk4dfe8	Best VGM 615 - Battletoads & Double Dragon - Rat Ship (Stage 4)
IVCQ-kau7gs	Best VGM 617 - Shatterhand - Area C (Submarine)
7OHV_ByQIIw	Best VGM 618 - Plok - Creepy Crag
_gmeGnmyn34	Best VGM 619 - 3D Dot Game Heroes - Wilderness
mSXFiU0mqik	Best VGM 620 - Chrono Cross - Home Village Arni
m9kEp_sNLJo	Best VGM 621 - Illusion of Gaia - In The Earthen Womb
n10VyIRJj58	Best VGM 622 - Xenosaga III - Godsibb
mzFGgwKMOKw	Best VGM 623 - Super Mario Land 2 - Athletic
t97-JQtcpRA	Best VGM 624 - Nostalgia - Tokyo
DSOvrM20tMA	Best VGM 625 - Wild Arms - Migrant Bird of the Wilderness (Rudy's Theme / Overworld)
cYV7Ph-qvvI	Best VGM 626 - Romancing Saga: Minstrel Song - Minuet (Opening)
JgGPRcUgGNk	Best VGM 628 - Ace Combat 6 - The Liberation of Gracemeria
wXSFR4tDIUs	Best VGM 629 - F-Zero - Mute City
sxcTW6DlNqA	Best VGM 630 - Super Adventure Island - Essential Vitamins (Underwater Stages)
rcnkZCiwKPs	Best VGM 631 - Trine - Fangle Forest
YL5Q4GybKWc	Best VGM 632 - Balloon Fight - Main Theme
RkDusZ10M4c	Best VGM 633 - Mother 3 - Hippo
DPO2XhA5F3Q	Best VGM 634 - Mana Khemia - Nefertiti
SwVfsXvFbno	Best VGM 635 - Zelda : Ocarina of Time - Water Temple
EeGhYL_8wtg	Best VGM 636 - Phantasy Star Portable 2 - Fly to Universe
2gKlqJXIDVQ	Best VGM 637 - Emil Chronicle Online - Under the Pressure
SzksdwLmxmY	Best VGM 638 - Bomberman Quest - Field Zone
CBm1yaZOrB0	Best VGM 640 - Enthusia Professional Racing - AWAKENING ~ Nürburgring Suite
szxxAefjpXw	Best VGM 641 - Mario & Luigi : Bowser's Inside Story - Final Boss
EL_jBUYPi88	Best VGM 642 - Journey to Silius - Stage 3 (Headquarters)
CYjYCaqshjE	Best VGM 643 - No More Heroes 2 - Philistine (Duel Against Ranked #4: Margaret)
Z41vcQERnQQ	Best VGM 644 - Dragon Quest III - Heavenly Flight
FQioui9YeiI	Best VGM 645 - Ragnarok Online - Geffen City
mG1D80dMhKo	Best VGM 646 - Asterix - Egypt
acAAz1MR_ZA	Best VGM 647 - Disgaea : Hour of Darkness - Running Fire
lLniW316mUk	Best VGM 648 - Suikoden III - Bine Del Zecks
W_t9udYAsBE	Best VGM 649 - Super Mario Bros 3 - Overworld
dWiHtzP-bc4	Best VGM 650 - Kirby 64 : The Crystal Shards - Factory Investigation
Z49Lxg65UOM	Best VGM 651 - Tsugunai - Early Afternoon In The Village
1ALDFlUYdcQ	Best VGM 652 - Mega Man 10 - Abandoned Memory (Dr. Wily Stage 1)
Kk0QDbYvtAQ	Best VGM 654 - Arcana - Decisive Battle
4GTm-jHQm90	Best VGM 655 - Pokemon XD : Gale of Darkness - Miror B! Battle!
Q27un903ps0	Best VGM 656 - F-Zero GX - Baba's Theme
NL0AZ-oAraw	Best VGM 657 - Terranigma - Evergreen Forest
KX57tzysYQc	Best VGM 658 - Metal Gear 2 - Theme of Solid Snake
0Fbgho32K4A	Best VGM 659 - FFCC : The Crystal Bearers - Ruins
YnQ9nrcp_CE	Best VGM 660 - Skyblazer - Lair of Kharyon
WBawD9gcECk	Best VGM 661 - Castlevania : Portrait of Ruin - In Search of the Secret Spell
4Rh6wmLE8FU	Best VGM 662 - Kingdom Hearts II - Darkness of the Unknown
wEkfscyZEfE	Best VGM 663 - Sonic Rush - Wrapped in Black
CksHdwwG1yw	Best VGM 664 - Crystalis - Wild Fields
ZuM618JZgww	Best VGM 665 - Metroid Prime Hunters - Deep Arcterra
Ft-qnOD77V4	Best VGM 666 - Doom - E1M1 ~ At Doom's Gate
476siHQiW0k	Best VGM 667 - JESUS : Kyoufu no Bio Monster - Main Theme
nj2d8U-CO9E	Best VGM 668 - Wild Arms 2 - Town Where the West Wind Blows
JS8vCLXX5Pg	Best VGM 669 - Panzer Dragoon Saga - Sora Mi Areru Ec Sancitu
GC99a8VRsIw	Best VGM 670 - Earthbound - Onett
u6Fa28hef7I	Best VGM 671 - Last Bible III - Field Theme 1
BfVmj3QGQDw	Best VGM 672 - The Neverhood - Klaymen's Theme
h5iAyksrXgc	Best VGM 674 - Yoshi's Story - On The Beach
bFk3mS6VVsE	Best VGM 675 - Threads of Fate - Passing Through the Forest
a5WtWa8lL7Y	Best VGM 676 - Tetris - Type B
kNgI7N5k5Zo	Best VGM 677 - Atelier Iris 2 : The Azoth of Destiny - To the Underground Tunnel
wBUVdh4mVDc	Best VGM 678 - Lufia - Boss Fight
sVnly-OASsI	Best VGM 679 - Lost Odyssey - The Wanderer of Darkness
Qnz_S0QgaLA	Best VGM 681 - Deus Ex - Underworld (NYC Bar)
dylldXUC20U	Best VGM 682 - Zelda : Wind Waker - Outset Island
mngXThXnpwY	Best VGM 683 - Legendary Wings - Stage 3
gLu7Bh0lTPs	Best VGM 684 - Donkey Kong Country - Gang-Plank Galleon
3lhiseKpDDY	Best VGM 685 - Heimdall 2 - Reflections
MthR2dXqWHI	Best VGM 686 - Super Mario RPG - Welcome to Booster's Tower
n9QNuhs__8s	Best VGM 687 - Magna Carta : Tears of Blood - The Poet of Efort
dfykPUgPns8	Best VGM 688 - Parasite Eve - U.B. (Final Battle)
fexAY_t4N8U	Best VGM 689 - Conker's Bad Fur Day - Sloprano (The Great Mighty Poo)
wE8p0WBW4zo	Best VGM 691 - Guilty Gear XX Reload (Korean Version) - In the Arms of Death (Testament's Theme)
16sK7JwZ9nI	Best VGM 692 - Sands of Destruction - Fallenmine
VdYkebbduH8	Best VGM 693 - Mario Kart 64 - Staff Roll
70oTg2go0XU	Best VGM 694 - 3D Dot Game Heroes - Water Temple
_ttw1JCEiZE	Best VGM 695 - NieR - The Wretched Automatons (Junk Heap)
VpyUtWCMrb4	Best VGM 696 - Castlevania III - Mad Forest
5pQMJEzNwtM	Best VGM 697 - Street Racer - Title Theme
wFJYhWhioPI	Best VGM 698 - Shin Megami Tensei Nocturne - Musubi
h_suLF-Qy5U	Best VGM 699 - Katamari Damacy - The Moon and the Prince
heD3Rzhrnaw	Best VGM 700 - Mega Man 2 - Intro Theme
FCB7Dhm8RuY	Best VGM 701 - Super Mario Galaxy 2 - Sky Island / Sky Station Galaxy 1
LpxUHj-a_UI	Best VGM 703 - Michael Jackson's Moonwalker - Billie Jean (Caverns)
reOJi31i9JM	Best VGM 704 - Chrono Trigger - Tyrano's Lair
6uo5ripzKwc	Best VGM 705 - Emil Chronicle Online - The Last Haven
13Uk8RB6kzQ	Best VGM 706 - The Smurfs - The Swamps
ZJjaiYyES4w	Best VGM 707 - Tales of Symphonia : Dawn of the New World - Desert Flower (Triet)
745hAPheACw	Best VGM 708 - Dark Cloud 2 - Lunatic Wisdom Laboratory
E99qxCMb05g	Best VGM 709 - VVVVVV - Popular Potpourri
Yx-m8z-cbzo	Best VGM 710 - Cave Story - Moonsong (Outer Wall)
b0kqwEbkSag	Best VGM 711 - Deathsmiles IIX - Inside the White Darkness (Field E)
Ff_r_6N8PII	Best VGM 712 - Zelda : Twilight Princess - Midna's Desperate Hour
IS-bZp4WW4w	Best VGM 713 - Crusader of Centy - Root Temple
loh0SQ_SF2s	Best VGM 714 - Xenogears - Shevat, The Wind is Calling
GWaooxrlseo	Best VGM 715 - Mega Man X3 - Blast Hornet Stage
s-kTMBeDy40	Best VGM 716 - Grandia - Mullen
LQ0uDk5i_s0	Best VGM 717 - Xenoblade Chronicles - Parting, and...
ZgvsIvHJTds	Best VGM 718 - Donkey Kong Country 2 - Mining Melancholy
kEA-4iS0sco	Best VGM 719 - Skies of Arcadia - Uninhabited Island
cMxOAeESteU	Best VGM 720 - Paper Mario: The Thousand Year Door - Event Battle
V4tmMcpWm_I	Best VGM 721 - Super Street Fighter IV - Vega's Theme
U_Ox-uIbalo	Best VGM 722 - Bionic Commando - Area 1
wuFKdtvNOp0	Best VGM 724 - Granado Espada - Ni Miedo
6fA_EQBPB94	Best VGM 725 - Super Metroid - Brinstar ~ Red Soil
Z9UnlYHogTE	Best VGM 726 - The Violinist of Hameln - Inside the Crimson Castle
6R8jGeVw-9Y	Best VGM 727 - Wild Arms 4 - Port Ailinton
ZW-eiSBpG8E	Best VGM 728 - Legend of Mana - The Wind Sings a Journey
f2XcqUwycvA	Best VGM 729 - Kingdom Hearts : Birth By Sleep - Dearly Beloved
SrINCHeDeGI	Best VGM 730 - Luigi's Mansion - Main Theme
kyaC_jSV_fw	Best VGM 731 - Nostalgia - Hanging Gardens of Babylon
xFUvAJTiSH4	Best VGM 732 - Suikoden II - Heart-Softening Theme 3
Nw7bbb1mNHo	Best VGM 733 - NeoTokyo - Tin Soldiers
sUc3p5sojmw	Best VGM 734 - Zelda II : The Adventure of Link - Title Theme
myjd1MnZx5Y	Best VGM 735 - Dragon Quest IX - Heaven's Prayer (The Observatory)
XCfYHd-9Szw	Best VGM 736 - Mass Effect - Galaxy Map
njoqMF6xebE	Best VGM 737 - Chip 'n Dale : Rescue Rangers - Happy Cat Factory (Stage J)
pOK5gWEnEPY	Best VGM 738 - Resident Evil REmake - Safe Haven
xKxhEqH7UU0	Best VGM 739 - ICO - Heal (Save Point)
cvpGCTUGi8o	Best VGM 740 - Pokemon Diamond / Pearl / Platinum - Galactic Boss Cyrus
s_Z71tcVVVg	Best VGM 741 - Super Mario Sunshine - Underwater Exploration
rhaQM_Vpiko	Best VGM 742 - Outlaws - Anna's Theme
HHun7iYtbFU	Best VGM 743 - Mega Man 6 - Dr. Wily Stages
M4FN0sBxFoE	Best VGM 744 - Arc the Lad - Theme of Arc the Lad
QXd1P54rIzQ	Best VGM 745 - Secret of Evermore - Fire Eyes
Jgm24MNQigg	Best VGM 746 - Parasite Eve II - Distorted Evolution (Final Battle)
5WSE5sLUTnk	Best VGM 747 - Ristar - Break Silence (Round 2-2)
